Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rape-legumes-4-faces-multi-usages,Râpe à Légumes 4 Faces Multi-Usages,"<p><strong>Râpe multi-usages à 4 faces</strong>, idéale pour râper légumes, fromage et fruits. Poignée ergonomique avec compartiment de rangement intégré.</p><ul>
<li>4 faces de râpage différentes</li>
<li>Poignée ergonomique</li>
<li>Compartiment de rangement intégré</li>
</ul>",My Store,,Ustensiles,"cuisine, légumes, râpe, ustensile",true,Title,Default Title,,,,,,,,,200.0,,100,deny,manual,3.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/307.png?v=1785758164,1,Râpe à Légumes 4 Faces Multi-Usages,false,,,,kg,,,active
plateau-service-noir-floral-30x40,Plateau de Service Noir Motif Floral,"<p>Élégant <strong>plateau de service</strong> noir orné d'un motif floral doré, avec poignées intégrées. Dimensions : 30x40 cm. Parfait pour servir boissons et collations.</p><ul>
<li>Dimensions : 30x40 cm</li>
<li>Motif floral décoratif</li>
<li>Poignées pratiques intégrées</li>
</ul>",My Store,,Décoration,"décoration, plateau, service, table",true,Title,Default Title,,,,,,,,,400.0,,100,deny,manual,4.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/306.png?v=1785758164,1,Plateau de Service Noir Motif Floral,false,,,,kg,,,active
panier-egouttoir-rose-poignees-30cm,Panier Égouttoir Rose avec Poignées,"<p><strong>Panier égouttoir</strong> en plastique rose avec grandes poignées, idéal pour égoutter et laver fruits et légumes. Diamètre de 30 cm.</p><ul>
<li>Diamètre : 30 cm</li>
<li>Poignées ergonomiques</li>
<li>Fond perforé pour l'égouttage</li>
</ul>",My Store,,Ustensiles,"cuisine, légumes, panier, égouttoir",true,Title,Default Title,,,,,,,,,250.0,,100,deny,manual,3.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/305.png?v=1785758164,1,Panier Égouttoir Rose avec Poignées,false,,,,kg,,,active
corbeille-fruits-ajouree-taupe-32cm,Corbeille à Fruits Ajourée Taupe,"<p>Élégante <strong>corbeille à fruits</strong> ajourée de couleur taupe, au design moderne. Diamètre de 32 cm, parfaite pour la présentation de vos fruits et légumes.</p><ul>
<li>Diamètre : 32 cm</li>
<li>Design ajouré élégant</li>
<li>Coloris taupe tendance</li>
</ul>",My Store,,Cuisine,"corbeille, cuisine, décoration, fruits",true,Title,Default Title,,,,,,,,,250.0,,100,deny,manual,3.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/304.png?v=1785758164,1,Corbeille à Fruits Ajourée Taupe,false,,,,kg,,,active
panier-corbeille-carre-rouge-poignee-40x32,Panier Corbeille Carré Rouge avec Poignée,"<p><strong>Panier corbeille carré rouge</strong> ajouré avec poignée intégrée, idéal pour ranger fruits, légumes ou objets du quotidien. Dimensions : 40x32 cm.</p><ul>
<li>Dimensions : 40x32 cm</li>
<li>Poignée pratique</li>
<li>Design ajouré moderne</li>
</ul>",Merwy,,Rangement,"corbeille, panier, plastique, rangement",true,Title,Default Title,,,,,,,,,300.0,,100,deny,manual,4.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/303.png?v=1785758164,1,Panier Corbeille Carré Rouge avec Poignée,false,,,,kg,,,active
petit-panier-dore-citrons-decoratifs,Petit Panier Doré Décoratif,"<p>Charmant <strong>petit panier doré</strong> décoratif, parfait pour agrémenter votre table ou votre intérieur avec une touche d'élégance.</p><ul>
<li>Finition dorée</li>
<li>Idéal pour la décoration de table</li>
<li>Petit format pratique</li>
</ul>",My Store,,Décoration,"doré, décoration, panier, table",true,Title,Default Title,,,,,,,,,150.0,,100,deny,manual,3.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/302.png?v=1785758164,1,Petit Panier Doré Décoratif,false,,,,kg,,,active
balayette-pelle-brosse-york,Balayette et Pelle avec Brosse,"<p>Ensemble <strong>balayette et pelle</strong> pratique pour le nettoyage quotidien de votre intérieur. Design compact avec brosse intégrée pour un rangement facile.</p><ul>
<li>Pelle et balayette assorties</li>
<li>Design compact et pratique</li>
<li>Idéal pour un nettoyage rapide</li>
</ul>",York,,Ménage,"balayette, ménage, nettoyage, pelle",true,Title,Default Title,,,,,,,,,200.0,,100,deny,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/301.png?v=1785758163,1,Balayette et Pelle avec Brosse York,false,,,,kg,,,active
grille-barbecue-pliante-manche-schleizer,Grille Barbecue Pliante avec Manche,"<p><strong>Grille barbecue pliante</strong> de la marque Schleizer, avec manche isolant pour une prise en main sécurisée. Parfaite pour légumes, poissons et viandes.</p><ul>
<li>Manche avec poignée isolante</li>
<li>Acier inoxydable</li>
<li>Pliable et facile à ranger</li>
</ul>",Schleizer,,Barbecue,"barbecue, cuisson, grille, schleizer",true,Title,Default Title,,,,,,,,,300.0,,100,deny,manual,6.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/300.png?v=1785758164,1,Grille Barbecue Pliante avec Manche Schleizer,false,,,,kg,,,active
crepiere-electrique-tristar-bp2637-30cm,Crêpière Électrique Tristar 30 cm,"<p>La <strong>crêpière électrique Tristar BP-2637</strong> vous permet de préparer de délicieuses crêpes maison en toute simplicité. Plaque de 30 cm de diamètre avec thermostat réglable.</p><ul>
<li>Diamètre de cuisson : 30 cm</li>
<li>Thermostat réglable</li>
<li>Voyants lumineux marche/arrêt</li>
</ul>",Tristar,,Petit électroménager,"crêpière, cuisine, tristar, électroménager",true,Title,Default Title,,,,,,,,,1500.0,,100,deny,manual,28.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/299.png?v=1785758164,1,Crêpière Électrique Tristar 30 cm,false,,,,kg,,,active
grille-barbecue-rectangulaire-pliante-alamacom,Grille Barbecue Rectangulaire Pliante,"<p><strong>Grille de cuisson pour barbecue</strong>, grand modèle, spécialement conçue pour la cuisson de la viande. Pratique et facile à manier grâce à sa poignée.</p><ul>
<li>Grand modèle</li>
<li>Acier inoxydable</li>
<li>Idéale pour viandes et grillades</li>
</ul>",Alamacom,,Barbecue,"barbecue, cuisson, grille, viande",true,Title,Default Title,,,,,,,,,250.0,,100,deny,manual,5.49,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/298.png?v=1785758163,1,Grille Barbecue Rectangulaire Pliante Alamacom,false,,,,kg,,,active
brochettes-barbecue-inox-12-pieces-kenz,Brochettes Barbecue Inox 12 Pièces,"<p>Lot de <strong>12 brochettes en acier inoxydable</strong> avec poignées en bois, idéales pour préparer vos grillades et barbecues en toute simplicité.</p><ul>
<li>12 pièces incluses</li>
<li>Tiges en inox résistant</li>
<li>Poignées ergonomiques en bois</li>
</ul>",Kenz,,Barbecue,"barbecue, brochettes, cuisine, grillade",true,Title,Default Title,,,,,,,,,300.0,,100,deny,manual,5.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/297.png?v=1785758163,1,Brochettes Barbecue Inox 12 Pièces Kenz,false,,,,kg,,,active
autocuiseur-riz-electrique-royal-swiss-violet-2-8l,Autocuiseur à Riz Électrique Royal Swiss Violet 2.8L,"<p><strong>Autocuiseur à riz électrique Royal Swiss</strong>, gamme Automatic Deluxe, coloris violet, capacité 2.8L. Pratique et automatique, il cuit votre riz à la perfection à chaque utilisation, sans surveillance nécessaire.</p>",Royal Swiss,,Cuiseur à riz,"bazar, cuiseur riz, cuisine, electromenager",true,Title,Default Title,,,,,,,,,2000.0,,10,deny,manual,39.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/296.png?v=1785755230,1,Autocuiseur à Riz Électrique Royal Swiss Violet 2.8L,false,,,,g,,,active
grill-electrique-ems-pizza-pan-set,Grill Électrique EMS Pizza Pan Set,"<p><strong>Grill électrique multifonction EMS</strong>, le Pizza Pan Set original : un seul appareil pour cuisiner de multiples façons (casserole, barbecue, grill/plancha, friteuse, cuisson mijotée). Livré avec couvercle en verre. Pratique et polyvalent pour toute la famille.</p>",EMS,,Grill électrique,"bazar, cuisine, electromenager, grill electrique",true,Title,Default Title,,,,,,,,,2500.0,,10,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/295.png?v=1785755231,1,Grill Électrique EMS Pizza Pan Set,false,,,,g,,,active
set-ustensiles-cuisine-inox-support-rotatif,Set d'Ustensiles de Cuisine Inox sur Support Rotatif,"<p><strong>Set d'ustensiles de cuisine en acier inoxydable</strong> présenté sur un support rotatif pratique. Comprend les indispensables (spatule, louche, écumoire, cuillère...) pour équiper votre cuisine avec style et fonctionnalité.</p>",My Store,,Set d'ustensiles,"bazar, coffret, inox, ustensiles cuisine",true,Title,Default Title,,,,,,,,,1200.0,,10,deny,manual,19.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/294.png?v=1785755230,1,Set d'Ustensiles de Cuisine Inox sur Support Rotatif,false,,,,g,,,active
robot-hachoir-manuel-bako-swiss,Robot Hachoir Manuel Bako Swiss,"<p><strong>Robot hachoir manuel Bako Swiss</strong> à lames en acier inoxydable, idéal pour hacher, mixer et préparer rapidement fruits, légumes et farces. Pratique et sans électricité, il facilite la préparation de vos recettes en 2 minutes.</p>",Bako Swiss,,Hachoir manuel,"bazar, cuisine, hachoir, robot manuel",true,Title,Default Title,,,,,,,,,800.0,,10,deny,manual,9.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/293.png?v=1785755230,1,Robot Hachoir Manuel Bako Swiss,false,,,,g,,,active
cafetiere-tristar-cm-1245,Cafetière Filtre Tristar CM-1245 1.25L,"<p><strong>Cafetière filtre Tristar</strong> modèle CM-1245, capacité 1.25L (10 à 12 tasses), avec arrêt automatique. Simple d'utilisation et pratique au quotidien pour préparer votre café avec la verseuse en verre incluse.</p>",Tristar,,Cafetière,"bazar, cafetiere, cuisine, electromenager",true,Title,Default Title,,,,,,,,,2200.0,,10,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/292.png?v=1785755230,1,Cafetière Filtre Tristar CM-1245 1.25L,false,,,,g,,,active
plateau-fruits-dore-3-etages-p917,Plateau à Fruits Doré 3 Compartiments P917,"<p>Élégant <strong>plateau à fruits en métal doré</strong> ajouré, à 3 compartiments et poignée centrale, modèle P917. Parfait pour présenter fruits, fruits secs ou mignardises avec style lors de vos réceptions.</p>",My Store,,Plateau à fruits,"art de la table, bazar, decoration, dore, plateau fruits",true,Title,Default Title,,,,,,,,,900.0,,10,deny,manual,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/290.png?v=1785755231,1,Plateau à Fruits Doré 3 Compartiments P917,false,,,,g,,,active
tajine-bavary-inox-6,Tajine Bavary Inox #6,"<p><strong>Tajine en acier inoxydable Bavary</strong>, modèle #6, avec couvercle bombé et plat de service assorti. Idéal pour préparer et servir vos tajines marocains traditionnels avec authenticité et élégance sur votre table.</p>",Bavary,,Tajine,"bazar, cuisine, inox, maroc, tajine",true,Title,Default Title,,,,,,,,,1500.0,,10,deny,manual,17.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/289.png?v=1785755230,1,Tajine Bavary Inox #6,false,,,,g,,,active
sauteuse-schleizer-violet-32cm-7l,Sauteuse Schleizer Violet Granite 32cm/7L,"<p>Grande <strong>sauteuse Schleizer</strong> en aluminium à revêtement granite violet antiadhésif, diamètre 32cm, capacité 7L. Compatible induction, livrée avec couvercle en verre. Idéale pour cuisiner en famille ou entre amis.</p>",Schleizer,,Sauteuse,"antiadhesif, bazar, cuisine, induction, sauteuse",true,Title,Default Title,,,,,,,,,2400.0,,10,deny,manual,28.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/288.png?v=1785755230,1,Sauteuse Schleizer Violet Granite 32cm/7L,false,,,,g,,,active
sauteuse-schleizer-rose-32cm-7l,Sauteuse Schleizer Rose Granite 32cm/7L,"<p>Grande <strong>sauteuse Schleizer</strong> en aluminium à revêtement granite rose antiadhésif, diamètre 32cm, capacité 7L. Compatible induction, livrée avec couvercle en verre. Idéale pour cuisiner en famille ou entre amis.</p>",Schleizer,,Sauteuse,"antiadhesif, bazar, cuisine, induction, sauteuse",true,Title,Default Title,,,,,,,,,2400.0,,10,deny,manual,28.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/287.png?v=1785755230,1,Sauteuse Schleizer Rose Granite 32cm/7L,false,,,,g,,,active
sauteuse-schleizer-violet-24cm-3l,Sauteuse Schleizer Violet Granite 24cm/3L,"<p><strong>Sauteuse Schleizer</strong> en aluminium à revêtement granite violet antiadhésif, diamètre 24cm, capacité 3L. Compatible induction, livrée avec couvercle en verre. Marque européenne de qualité pour une cuisine saine et pratique au quotidien.</p>",Schleizer,,Sauteuse,"antiadhesif, bazar, cuisine, induction, sauteuse",true,Title,Default Title,,,,,,,,,1800.0,,10,deny,manual,20.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/286.png?v=1785755230,1,Sauteuse Schleizer Violet Granite 24cm/3L,false,,,,g,,,active
sauteuse-schleizer-rose-24cm-3l,Sauteuse Schleizer Rose Granite 24cm/3L,"<p><strong>Sauteuse Schleizer</strong> en aluminium à revêtement granite rose antiadhésif, diamètre 24cm, capacité 3L. Compatible induction, livrée avec couvercle en verre. Marque européenne de qualité pour une cuisine saine et pratique au quotidien.</p>",Schleizer,,Sauteuse,"antiadhesif, bazar, cuisine, induction, sauteuse",true,Title,Default Title,,,,,,,,,1800.0,,10,deny,manual,20.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/285.png?v=1785755230,1,Sauteuse Schleizer Rose Granite 24cm/3L,false,,,,g,,,active
autocuiseur-royal-swiss-rs-dsc-4a,Autocuiseur Royal Swiss Inox RS-DSC-4A avec Couvercle Verre,"<p><strong>Autocuiseur Royal Swiss</strong> en acier inoxydable, modèle RS-DSC-4A, livré avec un couvercle en verre et une plaque de cuisson supplémentaire. Doté d'une soupape de sécurité à 3 vitesses et d'une valve anti-explosion, il convient à toutes les sources de chaleur. Compatible lave-vaisselle.</p>",Royal Swiss,,Autocuiseur,"autocuiseur, bazar, cocotte minute, cuisine, inox",true,Title,Default Title,,,,,,,,,3800.0,,10,deny,manual,55.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/284.png?v=1785755231,1,Autocuiseur Royal Swiss Inox RS-DSC-4A avec Couvercle Verre,false,,,,g,,,active
autocuiseur-royal-swiss-rs-csa26-8,Autocuiseur Royal Swiss Inox RS-CSA26-8,"<p><strong>Autocuiseur Royal Swiss</strong> en acier inoxydable de haute qualité, grand modèle RS-CSA26-8. Doté d'une soupape de sécurité, d'un noyau en cuivre et d'une poignée en bakélite, il convient à toutes les sources de chaleur (induction, gaz, électrique, vitrocéramique). Compatible lave-vaisselle.</p>",Royal Swiss,,Autocuiseur,"autocuiseur, bazar, cocotte minute, cuisine, inox",true,Title,Default Title,,,,,,,,,3500.0,,10,deny,manual,49.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/283.png?v=1785755231,1,Autocuiseur Royal Swiss Inox RS-CSA26-8,false,,,,g,,,active
autocuiseur-royal-swiss-rs-csa22-4,Autocuiseur Royal Swiss Inox RS-CSA22-4,"<p><strong>Autocuiseur Royal Swiss</strong> en acier inoxydable de haute qualité, modèle RS-CSA22-4. Doté d'une soupape de sécurité, d'un noyau en cuivre et d'une poignée en bakélite, il convient à toutes les sources de chaleur (induction, gaz, électrique, vitrocéramique). Compatible lave-vaisselle.</p>",Royal Swiss,,Autocuiseur,"autocuiseur, bazar, cocotte minute, cuisine, inox",true,Title,Default Title,,,,,,,,,3000.0,,10,deny,manual,39.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/282.png?v=1785755230,1,Autocuiseur Royal Swiss Inox RS-CSA22-4,false,,,,g,,,active
support-filaire-chrome-cube,Support Filaire Chromé en Cube,"<p><strong>Support décoratif filaire en métal chromé</strong>, de forme cubique, idéal comme présentoir, étagère d'appoint ou support pour vitrine et centre de table. Design moderne et épuré.</p>",My Store,,Présentoir,"bazar, chrome, decoration, presentoir",true,Title,Default Title,,,,,,,,,500.0,,10,deny,manual,4.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/281.png?v=1785755231,1,Support Filaire Chromé en Cube,false,,,,g,,,active
plateau-miroir-poignees-argentees-50x30,Plateau Miroir avec Poignées Argentées 50x30cm,"<p>Élégant <strong>plateau miroir</strong> encadré de métal argenté avec poignées décoratives, format 50x30cm. Parfait pour présenter vos parfums, bougies ou objets de décoration avec style sur une console ou un plateau de service.</p>",My Store,,Plat de service,"argente, bazar, decoration, miroir, plateau",true,Title,Default Title,,,,,,,,,1300.0,,10,deny,manual,13.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/280.png?v=1785755231,1,Plateau Miroir avec Poignées Argentées 50x30cm,false,,,,g,,,active
bruleencens-dore-conique-pied-mini,Brûle-Encens Doré Conique sur Pied Mini,"<p>Petit <strong>brûle-encens doré en forme de cône</strong> à l'ouverture en forme de cœur, serti d'une pierre décorative et reposant sur un piètement tripode. Format compact, idéal pour parfumer une petite pièce avec du bakhour ou de l'encens traditionnel.</p>",My Store,,Brûle-encens,"bakhour, bazar, bruleparfum, decoration, dore, encens",true,Title,Default Title,,,,,,,,,400.0,,10,deny,manual,4.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/279.png?v=1785755229,1,Brûle-Encens Doré Conique sur Pied Mini,false,,,,g,,,active
bruleencens-dore-conique-pied-violet,Brûle-Encens Doré Conique sur Pied Modèle Coeur,"<p><strong>Brûle-encens doré en forme de cône</strong> à l'ouverture en forme de cœur, serti d'une pierre décorative et reposant sur un piètement tripode. Idéal pour parfumer votre intérieur avec du bakhour ou de l'encens traditionnel.</p>",My Store,,Brûle-encens,"bakhour, bazar, bruleparfum, decoration, dore, encens",true,Title,Default Title,,,,,,,,,500.0,,10,deny,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/278.png?v=1785755230,1,Brûle-Encens Doré Conique sur Pied Modèle Coeur,false,,,,g,,,active
bruleencens-dore-conique-pied-etoile,Brûle-Encens Doré Conique sur Pied Modèle Étoilé,"<p><strong>Brûle-encens doré en forme de cône</strong>, orné de pierres décoratives et reposant sur un piètement tripode élégant. Idéal pour parfumer votre intérieur avec du bakhour ou de l'encens traditionnel.</p>",My Store,,Brûle-encens,"bakhour, bazar, bruleparfum, decoration, dore, encens",true,Title,Default Title,,,,,,,,,500.0,,10,deny,manual,19.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/277.png?v=1785755229,1,Brûle-Encens Doré Conique sur Pied Modèle Étoilé,false,,,,g,,,active
bruleencens-argente-ajoure-feuille,Brûle-Encens Argenté Ajouré Motif Feuille,"<p><strong>Brûle-encens en métal argenté</strong> à la silhouette élancée, orné de motifs en forme de feuilles ajourées et d'une base sertie de perles. Une pièce décorative raffinée pour parfumer votre intérieur.</p>",My Store,,Brûle-encens,"argente, bazar, bruleparfum, decoration, encens",true,Title,Default Title,,,,,,,,,600.0,,10,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/276.png?v=1785755230,1,Brûle-Encens Argenté Ajouré Motif Feuille,false,,,,g,,,active
